@relation land_ort_train_table


@attribute location_found {false, true}
@attribute tokens {2, 1}
@attribute loc_lev numeric
@attribute eins {NE, ADV, NN, XY, ADJA, CARD, ADJD, FM, PIAT, APPR}
@attribute zwei {NE, NN, CARD}
@attribute one {NNP, JJ, NN, VBG, NNS, NNPS, VB, PRP, FW, UH, CC, MD, CD, RB, VBN, DT, IN}
@attribute two {NNP, CC, NN, NNPS, MD, VBG, RB, CD, NNS, VBN, FW, VB, IN, JJ}
@attribute count_one numeric
@attribute count_two numeric
@attribute has_adj {0, 1}
@attribute navi numeric
@attribute lang {en, de}
@attribute music_class numeric
@attribute body_class numeric
@attribute news_class numeric
@attribute location_class numeric
@attribute family_class numeric
@attribute career_class numeric
@attribute entity_class numeric
@attribute navigational_class {0, 1}
@attribute music_klasse numeric
@attribute body_klasse {0, 0.143, 0.286, 0.429}
@attribute news_klasse numeric
@attribute location_klasse numeric
@attribute family_klasse numeric
@attribute career_klasse numeric
@attribute class {NACHRICHTEN/INFORMATION, LAND/ORT}


@data
false,1,-1,NE,?,NNP,?,62,0,0,0,en,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,LAND/ORT
false,2,0,NE,NE,JJ,NN,0,0,1,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,-1,NE,NN,NNP,NN,1,1,0,6,en,0.9855,0.8909,1.0985,0.9708,0.6803,0.8949,1.0398,0,0.222,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,5,NE,NE,NNP,NNP,7,49,0,0,de,1.3703,1.1762,1.1892,1.1901,1.0714,1.0797,1.1988,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,1,NE,?,NN,?,7,0,0,0,en,1.4801,1.2637,1.2772,1.2789,1.1482,1.1581,1.2871,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,16,NN,NN,NN,NN,23,8,0,1,en,2.4222,2.5658,2.2284,2.0776,2.1078,2.8926,2.346,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NN,?,NNP,?,0,0,0,2,de,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0.091,NACHRICHTEN/INFORMATION
false,2,11,NE,NE,NNP,NNP,49,23,0,0,en,1.2398,1.2759,1.0772,0.9651,1.0712,1.3174,1.1067,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NN,?,NNP,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NE,NE,NNP,NNP,2,0,0,0,de,2.8696,2.698,2.762,2.9474,2.2279,2.4839,2.8507,0,0,0,0,0.071,0,0,LAND/ORT
true,2,0,NN,NE,NNP,NNP,0,1,0,0,de,0,0,0,0,0,0,0,0,0,0,0,0.429,0,0,LAND/ORT
true,2,0,NN,NE,NNP,NNP,17,0,0,0,de,0,0,0,0,0,0,0,0,0,0,0.333,0.071,0,0.182,LAND/ORT
true,2,0,NN,NE,NNP,NNP,0,77,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.143,0,0,LAND/ORT
false,2,-1,ADJA,NN,NNP,NNP,0,0,1,0,de,0,0,0,0,0,0,0,0,0.444,0,0.111,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NE,NE,NNP,NNP,0,0,0,5,en,1.1287,1.1325,1.2711,1.1126,0.9515,1.4912,1.1938,0,0,0,0.667,0,0,0.091,NACHRICHTEN/INFORMATION
false,1,-1,NN,?,NN,?,5,0,0,0,en,1.5861,1.5228,1.406,1.4243,1.3421,1.5491,1.5723,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NE,?,NNP,?,12,0,0,0,en,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NE,?,NN,?,0,0,0,0,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NN,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NE,NE,NNP,NN,0,0,0,712,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,1,0,NE,?,NN,?,0,1,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,LAND/ORT
false,2,4,NN,NN,NNP,NNP,46,0,0,0,de,1.4016,1.2918,1.2691,1.1901,1.1647,1.3229,1.2496,0,0,0,0,0,0,0.091,NACHRICHTEN/INFORMATION
true,2,0,NN,NE,NN,NN,18,3,0,0,de,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0,0.143,0,0,LAND/ORT
true,2,0,NN,NE,NN,NN,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NN,NE,NNP,NNP,201,9,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.071,0,0.455,LAND/ORT
false,2,5,NE,NE,NNP,NNP,7,1,0,0,de,2.8696,2.698,2.762,2.9474,2.2279,2.4839,2.8507,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,4,NE,?,NNP,?,342,0,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,1.818,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NN,NN,0,35,0,0,de,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0,0.143,0,0,LAND/ORT
true,2,0,NE,NE,NN,NN,6,3,0,0,de,2.998,3.044,3.146,3.514,2.313,2.808,3.304,0,0,0,0,0.143,0,0,LAND/ORT
true,1,0,NE,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NN,?,NNP,?,7,0,0,0,de,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.273,NACHRICHTEN/INFORMATION
true,1,0,NE,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,3,NE,NE,DT,NNP,12,9,0,0,de,1.1657,1.133,1.2032,1.109,1.4586,1.2106,1.3592,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NE,?,NN,?,7,0,0,0,en,1.4016,1.351,1.5189,1.4762,1.0399,1.3565,1.6017,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,1,0,NE,?,NN,?,0,1,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,1,11,NE,?,NNP,?,4,0,0,0,en,0.6903,0.9311,0.4413,0,0.4763,1.0518,0.3132,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NNP,NNP,209,2,0,3,de,1.3481,1.2455,1.4552,1.109,1.115,1.3273,1.186,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NNPS,NN,64,0,0,712,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,3,NE,NE,NNP,NNP,491,3,0,0,en,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NE,NE,NNP,NNP,0,3,0,0,en,0.9381,0.8899,0.8598,0.9005,1.1683,0.8703,1.0641,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NN,NE,NN,NN,0,1,0,0,de,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,LAND/ORT
true,2,0,NN,NE,JJ,NN,3,0,1,0,en,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0,0,0,0,LAND/ORT
false,1,5,NE,?,NNP,?,84,0,0,0,en,1.2439,1.2455,1.0792,1.109,1.3613,1.303,1.3137,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NN,NE,NNP,NNP,0,13,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.143,0,0,LAND/ORT
true,2,0,NE,NE,NN,NN,9,83,0,0,de,2.509,2.476,2.634,2.796,1.888,2.469,2.766,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NN,NE,FW,NN,1,16,0,0,de,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0,0.286,0,0,LAND/ORT
false,2,5,CARD,NN,CD,NNP,0,248,0,0,en,1.4992,1.5218,1.5728,1.7572,1.21,1.4042,1.6519,0,0,0,0,0,0,0.727,NACHRICHTEN/INFORMATION
false,2,0,NN,NE,NNP,NNP,0,0,0,0,en,1.2723,1.0961,1.1086,1.109,1.0003,1.0072,1.118,0,0,0,0,0,0,0.182,LAND/ORT
true,1,0,NE,?,RB,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NE,?,VB,?,6,0,0,0,en,1.3082,1.0961,1.1373,1.109,1.0003,1.0391,1.118,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,1,NE,NE,NNP,NNP,348,42,0,0,de,2.9985,3.0436,3.1457,3.5145,2.3131,2.8084,3.3038,0,0,0,0,1.357,0,0,NACHRICHTEN/INFORMATION
false,2,2,NE,NE,NNP,NNP,9,14,0,1,de,1.3313,1.2637,1.2126,1.2789,1.7242,1.2571,1.6336,0,0,0.143,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NE,?,NNP,?,20,0,0,48,en,1.4016,1.3833,1.6539,1.5552,1.2168,1.3819,1.6017,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,7,NE,NE,PRP,IN,427,8,0,0,en,1.1287,1.1325,1.1375,1.1126,0.9515,1.5271,1.1938,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NE,NE,NNP,NNP,0,18,0,52,en,1.4052,1.2578,2.017,1.3721,0.9698,1.2629,1.4826,0,0,0,0.444,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NN,?,NNP,?,20,0,0,18,de,1.5175,1.351,1.717,1.4762,1.0399,1.3565,1.6017,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NNP,NNP,1,0,0,0,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NE,?,NNP,?,13,0,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.143,0,0,LAND/ORT
false,2,-1,NN,NE,NNP,NNPS,14,14,0,0,de,1.3084,1.3139,1.3653,1.4961,1.0065,1.2298,1.4183,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,6,NE,NE,NNP,NNP,19,6,0,3,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,1.714,0,0,LAND/ORT
false,2,4,NE,NE,NNP,NNP,563,6,0,0,de,2.9985,3.0436,3.1457,3.5145,2.3131,2.8084,3.3038,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,4,NE,NN,NNP,NNP,1,35,0,0,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NE,?,CC,?,9,0,0,0,en,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,?,NE,NNP,NNP,0,18,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.286,0,0,LAND/ORT
false,1,-1,NE,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NN,?,NN,?,0,4,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,5,NN,NN,NNP,RB,4,1,0,0,de,0,0,0,0,0,0,0,0,0.667,0,0.111,0,0,0,NACHRICHTEN/INFORMATION
true,1,0,NE,?,NNP,?,8,0,0,0,en,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NE,?,NNS,?,2,8,0,0,de,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0,0.286,0,0,LAND/ORT
false,2,3,NE,NE,DT,NNPS,12,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,1,0,NN,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NE,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,-1,NN,NN,NNP,NNP,3,2,0,35,en,2.6984,2.372,2.8062,2.3869,2.0768,2.3432,2.4945,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,3,NE,NE,NNP,NNP,0,990,0,5,en,1.2121,1.4426,1.2213,1.1918,1.0778,1.3592,1.4177,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NE,?,NN,?,11,0,0,1,en,1.1544,1.0961,1.0561,1.109,1.4586,1.0802,1.347,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NN,?,NNP,?,0,0,0,0,de,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,LAND/ORT
false,2,-1,ADJA,NN,NNP,NNP,3,2,1,0,de,1.5282,1.2637,1.3611,1.2789,1.1482,1.1992,1.2871,0,0,0,0,0,0,0.182,NACHRICHTEN/INFORMATION
false,2,-1,NE,NN,NNP,NNP,8,0,0,0,de,0.8755,0.83,1,0.8399,0.9631,0.7841,0.9327,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,0,NE,?,NN,?,0,11,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NN,?,NN,?,29,0,0,3,en,1.4277,1.5968,1.5189,1.4762,1.231,1.3819,1.775,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,14,NE,?,NN,?,14,0,0,0,en,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NN,?,NNP,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NN,NE,NNP,NNP,0,77,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.143,0,0,LAND/ORT
false,2,-1,NE,NE,VB,NNP,7,0,0,0,en,1.1328,1.1581,1.2197,1.1918,0.8433,1.0989,1.4567,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,5,NE,NN,NNP,NNP,34,29,0,1,de,2.899,2.8446,2.9073,3.2444,2.3642,2.7003,3.0727,0,0,0,0,1.714,0,1.818,LAND/ORT
true,2,0,NN,NE,NN,NN,0,35,0,0,de,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0.667,0.286,0,0.091,LAND/ORT
false,2,3,ADV,NE,NNP,FW,5,593,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,1,NE,NE,NNP,NNP,6,190,0,1,de,2.9985,3.0436,3.1457,3.5145,2.3131,2.8084,3.3038,0,0,0.143,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,13,NN,NN,NNP,NNP,0,0,0,0,de,1.0574,1.0218,1.202,1.2671,0.889,1.0261,1.1938,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NE,?,VBG,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,3,NE,CARD,NNP,CD,13,4,0,1,de,1.2145,1.1726,1.3096,1.2779,0.9045,1.1775,1.3765,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NN,NN,NN,NN,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NE,?,NNS,?,2,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NNS,NN,5,1,0,0,de,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0,0.143,0,0,LAND/ORT
false,2,5,NN,NE,NNP,NNP,20,7,0,18,de,3.0167,2.8728,3.2898,3.2334,2.1965,2.7607,3.2537,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,1,0,NE,?,NN,?,0,40,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,LAND/ORT
false,1,-1,NN,?,NN,?,10,0,0,0,en,1.2388,1.1762,1.1312,1.1901,1.5809,1.1636,1.4735,0,0.222,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,6,NE,?,NNP,?,6,0,0,3,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,1.714,0,0,LAND/ORT
false,2,3,NE,NE,NNP,NNP,546,6,0,1,de,2.4587,2.5075,2.2691,2.2497,2.6855,2.674,2.7576,0,0,0,0,0.071,0,0,NACHRICHTEN/INFORMATION
true,2,0,NN,NN,NNP,NNP,0,2,0,2,de,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NE,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,10,NE,NE,NNP,NNPS,49,1,0,0,en,1.2388,1.1762,1.1312,1.1901,1.5809,1.1636,1.4735,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NN,NE,VB,NNP,922,77,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.143,0,0,LAND/ORT
true,2,0,NE,NN,NN,RB,9,1,0,0,de,1.3035,1.3369,1.4086,1.3721,0.9698,1.2629,1.6295,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NN,NE,NNP,NNP,0,6,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.429,0,0,LAND/ORT
true,2,0,NN,NE,NNP,NNP,0,13,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.143,0,0,LAND/ORT
true,1,0,NE,?,NN,?,1,456,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NE,NN,NN,NN,0,29,0,0,de,1.59,1.481,1.458,1.618,1.239,1.452,1.528,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NE,?,PRP,?,0,1,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NE,?,NNP,?,7,0,0,0,en,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NE,?,NN,?,15,0,0,1,en,1.2388,1.1762,1.1312,1.1901,1.5809,1.1636,1.4735,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NN,NE,NNP,NNP,29,25,0,21,en,2.9078,2.8605,2.7961,2.755,2.3792,2.54,3.0621,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NN,NN,NNS,NNP,6,770,0,3,de,1.0768,1.0224,0.9862,1.0343,1.3512,1.0044,1.2405,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NE,?,NNS,?,0,0,0,0,de,0,0,0,0,0,0,0,0,0,0,0,1.357,0,0,LAND/ORT
true,2,0,ADJD,NN,NNP,NNP,3,26,1,0,de,0.6185,0.9311,0.4413,0,0.4202,1.0518,0.6598,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NN,NE,NNP,NNP,0,77,0,74,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.143,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NE,NE,NN,NN,19,0,0,0,en,1.184,1.208,1.184,1.324,0.979,1.103,1.406,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NE,?,FW,?,15,0,0,1,de,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NN,NE,NN,NN,0,128,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NN,NN,NN,NN,1,1,0,0,de,1.057,1.022,1.202,1.267,0.889,1.026,1.194,0,0,0,0,0.143,0,0,LAND/ORT
true,1,0,NE,?,NN,?,0,1,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,4,NE,NN,NNP,MD,32,13,0,20,de,1.2733,1.394,1.1918,1.1126,1.0893,1.8334,1.2779,0,0.333,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NNP,NNP,49,0,0,0,en,1.2388,1.1762,1.1312,1.1901,1.5809,1.1636,1.4735,0,0,0,0,0,0,0,LAND/ORT
false,2,-1,NE,NE,NN,NN,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NE,NE,NN,NN,136,2,0,0,de,2.772,2.618,2.681,2.866,2.157,2.411,2.77,0,0,0,0,0.071,0,0,LAND/ORT
false,2,-1,ADJA,NN,NNP,NNP,37,7,1,0,de,0,0,0,0,0,0,0,0,0,0,0,1.714,0,0.727,NACHRICHTEN/INFORMATION
false,1,-1,NN,?,?,?,0,0,0,0,de,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NE,NN,NN,NNP,9,0,0,0,en,1.0992,1.2759,1.0106,0.9651,1.3194,1.3974,1.28,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NNP,VBG,163,0,0,0,de,1.4016,1.4409,1.5189,1.4762,1.0399,1.3565,1.775,0,0,0,0,1.5,0,0.091,LAND/ORT
true,1,0,NE,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NE,?,NNP,?,50,0,0,0,en,1.4595,1.3593,1.2552,1.1901,1.21,1.4798,1.2829,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NE,NE,NNP,NNP,0,3,0,0,en,1.4114,1.1762,1.221,1.1901,1.0714,1.1156,1.1988,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NNP,NNP,163,0,0,0,de,1.4016,1.4409,1.5189,1.4762,1.0399,1.3565,1.775,0,0,0,0,1.5,0,0.091,LAND/ORT
false,2,-1,NE,NN,NNP,NNP,69,0,0,0,de,1.3082,1.0961,1.4512,1.109,1.0003,1.0391,1.118,0,0,0,0.444,0,0,0,NACHRICHTEN/INFORMATION
true,2,0,ADJA,NN,NN,NN,4,10,1,0,de,1.304,1.337,1.409,1.372,0.97,1.263,1.63,0,0,0,0,0,0,0,LAND/ORT
false,2,-1,NN,NE,NNS,NNP,6,3,0,3,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,1.714,0,0,NACHRICHTEN/INFORMATION
false,1,-1,NE,?,IN,?,1,0,0,0,en,1.2134,1.1482,1.1601,1.7012,1.0225,1.0742,1.2313,0,0,0,0,0,0,0,LAND/ORT
false,2,-1,NE,NN,NNP,NNP,4,0,0,1,en,1.0574,1.0218,1.202,1.2671,0.889,1.0261,1.1938,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NE,NE,NN,RB,0,0,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.214,0,0,LAND/ORT
false,1,-1,NE,?,NNP,?,2,0,0,0,en,1.3924,1.4123,1.4577,1.6177,1.0786,1.834,1.5281,0,0,0,0,0,0,0.273,NACHRICHTEN/INFORMATION
true,1,0,NN,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NE,NE,NNP,NNP,546,6,0,0,de,1.3313,1.2637,1.2126,1.2789,1.7242,1.2571,1.6336,0,0,0,0,0,0,0,LAND/ORT
true,2,0,ADJD,NE,JJ,NNP,130,8,1,6,de,2.7137,2.6944,2.8824,3.0351,2.061,2.5817,3.0284,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NN,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,5,NE,NN,NNP,NNP,0,29,0,1,de,1.3998,1.3228,1.3345,1.4872,1.2077,1.2961,1.4208,0,0,0,0,0,0,1.818,LAND/ORT
false,2,-1,NN,NE,NN,NN,0,108,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,1,0,NE,?,VBG,?,0,0,0,0,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,-1,NN,NE,NNP,NNP,0,1,0,1,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,-1,NN,NN,NNP,NNP,5,0,0,0,de,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.091,NACHRICHTEN/INFORMATION
false,1,-1,NN,?,NNS,?,3,0,0,1,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
true,1,0,NE,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,1,0,NE,?,NNP,?,1,0,0,0,en,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0,0,0,LAND/ORT
false,1,-1,NN,?,NN,?,31,0,0,0,en,1.499,1.522,1.573,1.757,1.157,1.404,1.652,0,0,0,0,0,0,0,LAND/ORT
false,2,-1,ADJD,NN,NNP,NN,1,32,1,0,de,1.5311,1.329,1.1978,1.109,1.2279,1.3493,1.2193,0,0,0.143,0,0,0,0,NACHRICHTEN/INFORMATION
false,2,3,NE,NN,NNP,NN,0,298,0,0,de,1.9508,1.3604,1.4323,1.377,1.2315,1.2437,1.3843,0,0,0,0,0,0.083,0,NACHRICHTEN/INFORMATION
false,2,5,NE,NN,NNP,NN,307,23,0,0,de,0,0,0,0,0,0,0,0,0,0,0,0,1.833,0,NACHRICHTEN/INFORMATION
true,2,0,NE,NE,NN,NN,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,LAND/ORT
true,1,0,NE,?,NN,?,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
true,2,0,NN,NE,NNP,NNP,0,6,0,0,de,1.4992,1.5218,1.5728,1.7572,1.1565,1.4042,1.6519,0,0,0,0,0.143,0,0,LAND/ORT
false,2,0,CARD,NE,CD,IN,0,0,0,0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAND/ORT
false,2,4,NE,NE,NNP,NNP,201,14,0,6,en,1.2723,1.0961,1.1086,1.109,1.0003,1.0072,1.118,0,0,0,0,0,0,0.455,NACHRICHTEN/INFORMATION
false,2,3,NE,NE,DT,NN,12,3,0,1,de,1.4742,1.2759,1.5531,1.2779,1.1326,1.3041,1.3765,0,0,0,0,0,0,0,NACHRICHTEN/INFORMATION
