id,location_name,location_iata,location_state,location_art
900af9b7-c893-49a5-883b-0c20660f4886,Fonte Boa (Brasilien) Fonte Boa,FBA,Brasilien,int
ca740ec3-ecc3-4e66-b782-eece9ac75ce1,Faizabad,FBD,Afghanistan,int
8e72d2a0-15e0-4806-b29b-e80774b702c6,Francisco Beltrão,FBE,Brasilien,int
84aa57bb-e3a7-4897-ac80-5d63a4c3b822,Fort Bragg (North Carolina) Fort Bragg,FBG,Vereinigte Staaten,int
5c9eee24-e5e8-4b24-825b-61234ca9b0b8,Fairbanks,FBK,Vereinigte Staaten,int
fd8b1bc0-8985-40b4-be3d-c53ce78b2c55,Faribault,FBL,Vereinigte Staaten,int
c96c2706-d289-4af0-898b-f1f6c1fb8d5a,Lubumbashi,FBM,Demokratische Republik Kongo,int
9dc4da57-2b7f-4324-8f3a-3d10d00a0955,Fort Bridger,FBR,Vereinigte Staaten,int
b2f15a5f-38ff-4fc7-9fed-c133a4245b5a,Friday Harbor,FBS,Vereinigte Staaten,int
aefcd23c-b497-41c6-9bfc-9c4966f9a1cb,Fairbury,FBY,Vereinigte Staaten,int
bc8f7fe6-0f47-4242-866a-cd194cea6658,Kalispell,FCA,Vereinigte Staaten,int
8a93df55-40f1-47b4-9f24-088fa024029b,Ficksburg,FCB,Südafrika,int
509f2c60-05b2-41ec-ac4c-7d8e963ffad3,Fresno,FCH,Vereinigte Staaten,int
8ec146e6-d6e9-463a-8e31-31e380393241,Minneapolis,FCM,Vereinigte Staaten,int
2e6b81ea-34df-4d5d-8d89-732ae3ac1f72,Nordholz,FCN,Deutschland,int
c9d428ef-f61e-4cb4-8219-8308e7264f80,Fiumicino,FCO,Italien,int
50d49942-3b3c-4925-a22a-4c341be20b76,Colorado Springs,FCS,Vereinigte Staaten,int
2cce0541-38c0-404c-b67b-7f2c1da225ac,Yakima,FCT,Vereinigte Staaten,int
f250d63b-6ce5-4d0e-858e-3cca0857df31,Forrest City,FCY,Vereinigte Staaten,int
4e7c3c04-cfe8-4b89-9f2d-9800eef099b6,FÃ¸rde,FDE,Norwegen,int
7ecfd19f-65aa-4e82-a427-accc01151163,Fort-de-France,FDF,Frankreich,int
3e25376d-b9b5-4f01-a3d2-a6ee8d5ab856,Friedrichshafen,FDH,Deutschland,int
d5e7d2e5-ec6b-4061-8650-d54be4fc2cd7,Frederick,FDK,Vereinigte Staaten,int
5b5842f2-c90a-44ae-bc44-1b257caa13e7,Frederick,FDR,Vereinigte Staaten,int
71cb0d16-7829-41a5-9d9e-99ecdeeda286,Bandundu,FDU,Demokratische Republik Kongo,int
cc567b67-e7d2-4ee5-932b-d2bc7346cc4c,Findlay,FDY,Vereinigte Staaten,int
b01ddc47-7a34-4aa0-88b2-594da16321af,Fetlar,FEA,Vereinigtes Königreich,int
377efa3e-314a-4f8f-880a-1e290abeefaf,Sanfebagar,FEB,Nepal,int
657c7c41-dc6d-47b5-be4c-60a4e8a6a902,Feira de Santana,FEC,Brasilien,int
06bcda44-d0f7-40e4-b23e-7f5a05e3050d,Farg?ona,FEG,Usbekistan,int
adfca916-1961-4373-9c72-74e85bd8ee6c,Feijó,FEJ,Brasilien,int
e3b935aa-bc57-4855-aeaf-5e79313b8e29,Ferkessedougou,FEK,Elfenbeinküste,int
661b53be-6cfa-4917-9bf7-6e6d875bfbe8,Fürstenfeldbruck,FEL,Deutschland,int
e26630c7-9c15-431a-b7bb-4129cf10a777,Fernando de Noronha,FEN,Brasilien,int
91c96000-f0b7-42b9-aa99-8324a169bbd3,Freeport,FEP,Vereinigte Staaten,int
409cced7-0001-4545-9265-6f6449971beb,Fremont,FET,Vereinigte Staaten,int
73d1e904-c3bc-4069-9103-df9307f8e93a,Cheyenne,FEW,,int
2bff411f-b275-48fe-81ff-8d66ca24b843,Fès,FEZ,Marokko,int
7e075288-26a2-42d5-bf18-f978fd4b27df,Kill Devil Hills,FFA,Vereinigte Staaten,int
7798a7d3-ec40-434d-afe3-874a4f50729c,Fairford,FFD,Vereinigtes Königreich,int
5849ade0-bc9e-4e6b-bad8-1ecb69060eb1,Fairfield,FFL,Vereinigte Staaten,int
7f98f206-db98-4f81-8075-21a53da4d839,Fergus Falls,FFM,Vereinigte Staaten,int
fe686e87-88ae-42b7-b510-d7e1dd2a926f,Dayton,FFO,,int
723f0fef-47be-426a-8763-e75ff840b00e,Frankfort,FFT,Vereinigte Staaten,int
1cf4c87b-a49d-4524-9c33-6a0c9faf5570,Futaleufú,FFU,Chile,int
958c0be0-5de9-4b76-8f65-a7a6b7a31c3c,F'dérik,FGD,Mauretanien,int
51c60602-979c-4a54-9032-b0bfe0dedabc,Apia,FGI,Samoa,int
d8eafe10-9511-48ec-a987-20efd17772c0,Fox-Gletscher,FGL,Neuseeland,int
be8b46b2-22ed-4ed8-8d9b-3672b9baa624,Fangatau,FGU,Frankreich,int
94c432f1-b6c1-4603-be75-c0040bb51a42,Sierra Vista,FHU,Vereinigte Staaten,int
b4697afe-70a0-46b8-8d45-b3e24dc2a39e,Fakahina,FHZ,Frankreich,int
5e8862f9-71cd-4abe-9470-6e3ce925ac53,Fire Cove,FIC,Vereinigte Staaten,int
d475e344-75bc-4ec3-bac6-08dda241646f,Fishers Island (New York) Fishers Island,FID,Vereinigte Staaten,int
378e06f8-a47f-4209-b1c1-6664b5b981aa,Fair Isle,FIE,Vereinigtes Königreich,int
fc64136d-c84c-43a8-97ed-46e306da467c,Fria,FIG,Guinea,int
4ae962cb-e57f-4f8b-b3bf-cb3340a253d8,Kinshasa,FIH,Demokratische Republik Kongo,int
9a01ac40-81c2-462c-8d84-f79f6b499bff,Finke,FIK,Australien,int
09966468-a74c-47a1-90dc-b45dbda26482,Fillmore,FIL,Vereinigte Staaten,int
0699085e-ae6c-42df-8174-75ffd76f3e59,Finschhafen,FIN,Papua-Neuguinea,int
a1b1b29e-1a8f-4e5d-859f-239e2be71f8b,Five Fingers (Alaska) Five Fingers,FIV,Vereinigte Staaten,int
9def81bf-4f95-4641-8107-530ed8b1e93d,Fitzroy Crossing,FIZ,Australien,int
7c56c903-f133-4f73-9a8a-64ae112aacba,Fudschaira,FJR,Vereinigte Arabische Emirate,int
cf1e293b-7110-48a9-911f-e579145ae0f0,Rheinmünster,FKB,Deutschland,int
d7b08167-d8a9-471b-93ea-e09a84f32597,Kisangani,FKI,Demokratische Republik Kongo,int
fe76c212-8d36-4e7b-afb9-5b1d63d80c35,Fukui,FKJ,Japan,int
cbc29613-df83-4bf2-b3c7-34eb5e389417,Franklin,FKL,Vereinigte Staaten,int
60d50193-6673-40f9-8ce2-283d34cb5f6f,Franklin,FKN,Vereinigte Staaten,int
16d8c30a-0e27-43a0-a01c-ea386bb72cbf,Fakfak,FKQ,Indonesien,int
8b25bd8b-d116-4c6b-bef8-0b82bb3bead8,Fukushima,FKS,Japan,int
4244dfad-5633-410f-a27c-cf123ea4ad64,Florencia,FLA,Kolumbien,int
269d9a25-8513-4ee0-8b01-a351f7dfd959,Floriano,FLB,Brasilien,int
d90c932b-0009-453a-91ec-b560496729ff,Fond du Lac,FLD,Vereinigte Staaten,int
344a895f-3210-4177-ad30-a31015f4eae4,Fort Lee (Virginia) Fort Lee,FLE,Vereinigte Staaten,int
51e01490-dd44-4307-a49a-f5ba3be528cd,Flensburg,FLF,Deutschland,int
e25c67f0-72b6-4982-889b-dc2e8ee45a79,Flagstaff,FLG,Vereinigte Staaten,int
50e84d9e-f396-4096-aa8d-3a2b4f07bf54,Flotta,FLH,Vereinigtes Königreich,int
26042f64-0aaa-4a9c-9353-26ebfec3bb8e,Flateyri,FLI,Island,int
064aa950-57ca-4db8-a26d-633d9fe1b006,Falls Bay,FLJ,Vereinigte Staaten,int
3618765e-242a-45a2-b478-a86652e16b49,Fort Lauderdale,FLL,Vereinigte Staaten,int
eab6f82d-4da5-43a2-9459-ba3ee3a69405,Filadelfia,FLM,Paraguay,int
dab0ffd6-3bf7-40e2-b39f-5b00a28243c9,Florianópolis,FLN,Brasilien,int
190ad17b-30ee-426d-ba9c-0e9d606d3177,Florence (South Carolina) Florence,FLO,Vereinigte Staaten,int
bf418ddd-d76a-4962-9de5-2ef1732a300e,Flippin,FLP,Vereinigte Staaten,int
178b5c27-495a-4b28-9300-62b451c61158,Florenz,FLR,Italien,int
6d12cc54-ca36-4ea8-97bf-46f0f624b06e,Flinders Island,FLS,Australien,int
e7cda6dc-e221-4bef-b94f-c27dac95c4da,Flat,FLT,Vereinigte Staaten,int
411af8c5-ccb1-4f33-a952-021254617e76,Fort Leavenworth,FLV,Vereinigte Staaten,int
95cd395f-1d97-40f2-8792-173a61cacff5,Santa Cruz das Flores,FLW,Portugal,int
85730140-d813-4e12-af85-84c2328c95cc,Fallon,FLX,Vereinigte Staaten,int
4fea147f-07fd-4a1f-9208-b314e9fda142,Finley (New South Wales) Finley,FLY,Australien,int
3386e720-22d3-4cc3-961c-b6c27ec10106,Formosa,FMA,Argentinien,int
f639e6f3-ea52-46ea-9d22-e44ef0b04f65,Five Mile,FMC,Vereinigte Staaten,int
52beafd5-3b31-46e3-8c2b-1c96d770f234,Fort Meade,FME,,int
996ca961-5374-44d9-8499-72c384e970ed,Flamingo (Costa Rica) Flamingo,FMG,Costa Rica,int
26402c2f-6c86-4a9c-b164-ef430af326be,Falmouth,FMH,Vereinigte Staaten,int
d9cb602e-db64-4134-ab64-64627d1bbf77,Kalemie,FMI,Demokratische Republik Kongo,int
059d24c4-35e8-44b9-99d5-aa472c9380bc,Memmingen,FMM,Deutschland,int
f15b8df5-5040-4462-aa66-db0c16d289bc,Farmington (New Mexico) Farmington,FMN,Vereinigte Staaten,int
28cf5605-3238-4438-9c29-dd53a7d28498,Greven,FMO,Deutschland,int
a8217ffa-dbc4-4bdf-94eb-7556a0b8ba37,Fort Madison,FMS,Vereinigte Staaten,int
dcab626c-4492-4c92-bb37-88c58eafd071,Florence,FMU,Vereinigte Staaten,int
9ef417d6-36a9-49a6-af97-cd339ad8516b,Fort Myers,FMY,Vereinigte Staaten,int
a7484189-ca7b-4045-9071-59df51258b79,Freetown,FNA,Sierra Leone,int
8e468409-8ca0-4906-b0ba-dca8dce4ff17,Trollenhagen,FNB,Deutschland,int
b7183af7-2378-4a12-af59-a8b1cbce48e2,Funchal,FNC,Portugal,int
78c62e6a-2e13-4698-9241-c0335e5ee1ef,Fane (Papua Neguinea) Fane,FNE,Papua-Neuguinea,int
cdb03987-101e-456c-98c1-1134d108a41c,Fada N'Gourma,FNG,Burkina Faso,int
cdf109e4-9147-4ed8-9c62-fce2bb6b479a,Fincha,FNH,Äthiopien,int
de864d72-2911-466e-87be-4f9c6679abb6,Nîmes,FNI,Frankreich,int
efc83fa0-5f00-46ca-ad23-7675a0c769be,Pjöngjang,FNJ,Nordkorea,int
0a5763c4-9ea1-4b3c-b06e-044d81107e7a,Fin Creek,FNK,Vereinigte Staaten,int
53473fd9-d5b3-4df9-8d21-b4e74c723663,Fort Collins/Loveland,FNL,,int
4eda42ec-dca8-40a1-a9cf-5f61793b5f9e,Funter Bay,FNR,Vereinigte Staaten,int
2824147d-2853-456b-a5f1-fb9c3b0bf3a9,Flint,FNT,Vereinigte Staaten,int
7a9fd2bb-5b80-4c66-a636-bb380c44f36b,Oristano,FNU,Italien,int
62931c52-8cce-4444-b360-51b8676fe666,Foula,FOA,Vereinigtes Königreich,int
d01851a6-be07-4a84-8ab6-e41d05900ed5,Fort Bragg (Kalifornien) Fort Bragg,FOB,Vereinigte Staaten,int
c7985b17-4b87-43e7-b4da-8181acd8dd68,Fuzhou,FOC,Volksrepublik China,int
cd02b443-95cf-4ba8-9edf-5036d735fad4,Fort Dodge,FOD,Vereinigte Staaten,int
16ce063a-8f08-49a1-af60-98ca4aa29b4a,Topeka,FOE,,int
be2db8d3-26eb-4524-af9f-dcf1087f7f6b,Foggia,FOG,Italien,int
71ec4780-3382-46ef-82b6-6b7cbdf4dade,Westhampton Beach,FOK,Vereinigte Staaten,int
6915faaa-4cba-4eef-b7e1-6e27e1c6a754,Foumban,FOM,Kamerun,int
28185d45-547f-49da-92a8-772af3783ede,Fortuna (Costa Rica) Fortuna,FON,Costa Rica,int
893b9be1-428e-4e50-abe3-8ca06e3141ef,Numfor,FOO,Indonesien,int
03c805d7-5c28-4e9e-aa38-e512a9dfd2f5,Forrest Park,FOP,Vereinigte Staaten,int
6898867c-b21f-4e2a-bb2b-4acc34350e49,Fortaleza,FOR,Brasilien,int
fe782461-c2a8-430b-9f68-0c84852d5a74,Forrest (Western Australia) Forrest,FOS,Australien,int
9d87c41a-978c-423c-81aa-c0aac2bcfa4b,Forster,FOT,Australien,int
94b2df96-5f6a-4cf3-bb44-4b29cdfd3255,Fougamou,FOU,Gabun,int
172bed37-504f-48e0-b5ad-e1396188583c,Fox,FOX,Vereinigte Staaten,int
79f831b1-5136-41c2-aec1-6bc7a2ea7c5a,Foya,FOY,Liberia,int
9b72b88e-2ca8-45a2-98e9-f6fee18386c3,Freeport,FPO,Bahamas,int
219f580c-eebf-4a92-b4bb-1ae068c664bb,Fort Pierce,FPR,Vereinigte Staaten,int
97525dd9-109a-4b66-b9a0-05fb3fddf475,Perry,FPY,,int
31581c97-d5c0-4e4d-a482-1757f0871338,Frankfurt am Main,FRA,Deutschland,int
a860bc38-3967-4a51-840e-04d41aad16c1,Forbes (New South Wales) Forbes,FRB,Australien,int
317d3233-8cbb-4445-9f13-85fa97f473b8,Franca,FRC,Brasilien,int
bfccf0d3-7188-4ed0-855f-59b981799030,Friday Harbor,FRD,Vereinigte Staaten,int
a92e3e41-4bb2-4143-9dbd-7d6aa45d6df0,Fera,FRE,Salomonen,int
9073e430-c7f7-4bc0-ba17-bd426d9077fd,Farmingdale (New York) Farmingdale,FRG,Vereinigte Staaten,int
29c5272b-7fce-4800-95ad-ad89d50282bd,French Lick,FRH,Vereinigte Staaten,int
a1138b24-5f94-4869-a523-c09bd75366b4,Fort Riley,FRI,Vereinigte Staaten,int
11a24654-b87b-4ba2-8d39-a2a33ef2c3f1,Frégate,FRK,Seychellen,int
b36f2dd8-27d2-4521-b721-e117f71d30ea,Forlì,FRL,Italien,int
f87e62e0-1ee8-48bb-ba0a-7f6c3b5628d0,Fairmont,FRM,Vereinigte Staaten,int
69fe6719-30a3-4df3-9044-b3bdc07cf031,Fort Richardson,FRN,Vereinigte Staaten,int
75e95946-ce07-49a2-96ac-922c6355ccfe,FlorÃ¸,FRO,Norwegen,int
dd60d4ca-3e8a-4b76-954e-08cdfd2c0b9c,Fresh Water Bay,FRP,Vereinigte Staaten,int
67c1f2ca-09a9-4ead-9541-9f0d499a878f,Feramin,FRQ,Papua-Neuguinea,int
91d21211-9fdb-4e60-8989-26cbc4b7ff20,Front Royal,FRR,Vereinigte Staaten,int
098d7b08-2cb5-418e-982d-3d2ab5f95af2,Flores,FRS,Guatemala,int
1c9ef331-fed3-4cfd-b0b8-4883a24b486d,Frutillar,FRT,Chile,int
b41c4cc1-fe9f-45f9-b854-4830c322f3d0,Bischkek,FRU,Kirgisistan,int
ef9dcc70-8b7b-43aa-b6ed-26305cf0be6a,Francistown,FRW,Botswana,int
bb1a655f-6f36-41d8-98b3-6684bec70fef,Fryeburg,FRY,Vereinigte Staaten,int
edf2b9ff-c3ea-4e99-aaae-42d61198b068,Fritzlar,FRZ,Deutschland,int
f1698a47-8661-4f2f-8c96-7b04c7b61d7a,Figari,FSC,Frankreich,int
cea490d4-01f2-48be-9135-f618486e0ef2,Sioux Falls,FSD,Vereinigte Staaten,int
011f9cf5-0698-42ce-92bc-a1209f497f23,Fort Sill,FSI,Vereinigte Staaten,int
0aa62445-4178-4fa8-8a4e-3a7522fa2576,Fort Scott,FSK,Vereinigte Staaten,int
ce4ba8ba-5de7-4c3f-99da-e3bdb8821e21,Fossil Downs,FSL,Australien,int
bec2fc8e-9f5b-48d4-81da-762a254d2afa,Fort Smith (Arkansas) Fort Smith,FSM,Vereinigte Staaten,int
7a7c649a-7b96-497b-8c28-69cea56ddf72,Fort Sheridan,FSN,Vereinigte Staaten,int
d9210814-673c-4eb6-8a48-0e31f79dab12,Saint-Pierre (Saint-Pierre und Miquelon)|Saint-Pierre,FSP,Frankreich,int
fc263174-8bec-4c3a-8f0a-828ea2c91ac5,Forres,FSS,Vereinigtes Königreich,int
0a5cf496-bcec-42d3-8ee1-2264ba303dbc,Fort Stockton,FST,Vereinigte Staaten,int
de2fabe6-fb28-45c2-b8a2-8318b59bebe8,Fort Sumner,FSU,Vereinigte Staaten,int
59ee87fa-e9e8-4f6d-bdef-08b2f89ae24a,Shizuoka,FSZ,Japan,int
c5b812cf-e717-4afe-8720-6c8a7f3ecf32,Futuna (Wallis und Futuna) Futuna,FTA,Frankreich,int
1e181e6a-0ffa-40e7-9e34-7131588320ce,El Calafate,FTE,Argentinien,int
c6e8d672-3bcd-4373-baad-2cdbd1f64f61,Ta?Å«,FTI,Samoa,int
fbe4dec1-d709-4f01-adc4-d8377387e4ef,Fort Knox,FTK,Vereinigte Staaten,int
b0644f4f-6545-4be0-8314-c995ae5d22a8,Fortuna Ledge,FTL,Vereinigte Staaten,int
688ec6fe-c3dc-47c4-b615-22161f4141cf,Tolagnaro,FTU,Madagaskar,int
b270239b-e1af-4201-b7b9-89be78fa84b4,Fort Worth,FTW,Vereinigte Staaten,int
2eda4382-5ec0-4c96-9f85-69085249cd81,Owando,FTX,Republik Kongo,int
1f7f2ef6-5b51-4dc4-b80f-74d7a0d9155a,Atlanta,FTY,Vereinigte Staaten,int
bb6898fa-2f57-4f24-8d09-f15e3ceb89b4,Fulleborn,FUB,Papua-Neuguinea,int
6b660bd1-c705-4130-b8bb-a953de45abbd,Sui Fen He,FUD,China,int
9448cdf7-3651-4023-8c38-1d7e70e922c8,Puerto del Rosario,FUE,Spanien,int
aad88f68-8b3c-4689-8769-a1130b04ec67,Fuyang,FUG,Volksrepublik China,int
e1df3705-6961-47ce-9817-76fe6b408796,GotÅ (Nagasaki),FUJ,Japan,int
610c9089-e8b7-4e36-bc1a-538d1c1c2c06,Fukuoka,FUK,Japan,int
a1b49a1e-aa31-47b8-87c7-391bc0597a86,Fullerton,FUL,Vereinigte Staaten,int
9d56aa2c-91d0-4607-b57a-c3b210d01e46,Fuma,FUM,Papua-Neuguinea,int
70bd6f00-918d-4c8d-8681-84faddb793fa,Funafuti,FUN,Tuvalu,int
2a8668ee-79a4-4ece-8221-6f538e750b0a,Foshan,FUO,Volksrepublik China,int
b163bc84-791a-477f-839e-1e2abea5a3ed,Futuna (Wallis und Futuna) Futuna,FUT,Frankreich,int
8ebda5bd-4e38-477f-979c-f21c5e5c681d,Flora Valley,FVL,Australien,int
806b876a-0c95-4854-b63d-3c2cd1e3fcd7,Fuvahmulah,FVM,Malediven,int
cc3df843-1973-493c-a6ed-d8b5d273f361,Forrest River,FVR,Australien,int
e7be86c6-da05-4c06-ae67-82718aafad49,Fort Wayne,FWA,Vereinigte Staaten,int
5263935b-3245-4022-8a3d-ca85cd3e0762,Fort Worth,FWH,Vereinigte Staaten,int
6d9aea53-5ec1-4688-b97b-04215802b961,Farewell,FWL,Vereinigte Staaten,int
ba7ab597-df4d-4885-b0d9-0e59a705ff36,Fort Lauderdale,FXE,Vereinigte Staaten,int
e88c7474-385a-4dee-b011-b64ab14594f5,Flaxman Island,FXM,Vereinigte Staaten,int
5df155d1-9658-48bc-8e46-1152aeb518bc,Cuamba,FXO,Mosambik,int
81cb48a5-c725-4a96-805e-77e4715b8aca,Forest City (Iowa) Forest City,FXY,Vereinigte Staaten,int
30f7f24c-0ab1-468b-940e-5750a7d1af6e,Fayetteville,FYM,Vereinigte Staaten,int
39d7ebfb-2e94-405b-8e67-ea78e0945a7d,Fuyun,FYN,Volksrepublik China,int
68046ae1-0a04-4223-9b0c-a8beb618544c,Faya-Largeau,FYT,Tschad,int
4c2ab4af-cf51-4aa4-a089-09ca0ec4e424,Fort Yukon,FYU,Vereinigte Staaten,int
a14f9635-ddd1-423d-a4de-14571b994909,Fayetteville,FYV,Vereinigte Staaten,int
79809cd4-628d-4340-88c6-2ae460692f9a,Bristol/Filton,FZO,Vereinigtes Königreich,int
45cec735-5eff-4152-b745-f7e212703db4,Guamal,GAA,Kolumbien,int
87bf2c1d-6a53-4a2a-96b0-fbfcba94e243,Gabbs,GAB,Vereinigte Staaten,int
71933897-067d-4ded-88b3-ec93915ced70,Gracias,GAC,Honduras,int
50a5453e-fb7c-41dc-aa99-f0d7e1647e51,Gadsden,GAD,Vereinigte Staaten,int
2324b291-f851-4bb9-95c5-e2300193905e,Gabès,GAE,Tunesien,int
55ab295a-6303-43d6-9514-ed9932f94bf1,Gafsa,GAF,Tunesien,int
d2ba5905-5ce6-4366-9a2d-6d25751cbd24,Gage,GAG,Vereinigte Staaten,int
73279bb7-c2b3-45c5-adfa-a39ff8da17f4,Gayndah,GAH,Australien,int
2eb4b44a-6db8-498c-84ff-0ce547406e6d,Gaithersburg,GAI,Vereinigte Staaten,int
24c933c0-0450-4ec1-babf-2b861cd7cc0b,Higashine,GAJ,Japan,int
a0484815-3fe8-4ff4-868f-7e9f45a3caf8,Galena,GAL,Vereinigte Staaten,int
b5af440f-74bf-41a5-8adb-12c370de1a3d,Gambell,GAM,Vereinigte Staaten,int
de8341a9-fa60-4502-8d65-26240e758a0c,Gan Island,GAN,Malediven,int
8f218247-d217-4949-be27-93919e7cae04,Guantánamo,GAO,Kuba,int
96fa3f66-9a0a-4c10-ab5e-ec845d05aba6,Gusap,GAP,Papua-Neuguinea,int
4fa4ddb2-0a90-45cd-b96c-68cb2300d29c,Gao,GAQ,Mali,int
6415f6ab-364f-430e-8950-faa5c6b49199,Garaina,GAR,Papua-Neuguinea,int
d374cbe2-85c4-4f6d-8d0f-ba3609a07421,Garissa,GAS,Kenia,int
c4e15714-41f6-4742-946e-029eb61fb8c5,Gap (Hautes-Alpes) Gap,GAT,Frankreich,int
1dbecd30-0b2d-4535-82b1-c238782a0b6f,Gauhati,GAU,Indien,int
3dc9beb8-baf6-4cee-b8bb-fac91bff4ade,Gag,GAV,Indonesien,int
4f9b6cae-ae9c-4908-aaea-c22188b0ac9b,Gangaw,GAW,Myanmar,int
e61d97e3-b6df-4fc2-a2f6-fd6de95d2b79,Gamba,GAX,Gabun,int
6939874e-cf5a-46ba-a80e-7c89fca14e11,Gaya,GAY,Indien,int
3af722d2-fd3f-45dd-a217-ce794953af72,Guasopa,GAZ,Papua-Neuguinea,int
2f5c3604-ecb8-46e3-a2ea-be9a9d9ef1c1,Big Bay (Vanatutu)|Big Bay,GBA,Vanuatu,int
fdc248f1-64e6-4c59-abb1-9071c024db9a,Gara Djebilet,GBB,Algerien,int
f99ee345-d3c4-4120-a04b-e390bc99da49,Gasuke,GBC,Papua-Neuguinea,int
c9c50971-d593-4361-8d4c-455ac388f020,Great Bend (Kansas) Great Bend,GBD,Vereinigte Staaten,int
79c1eaa7-300b-414c-ab03-064ddb326d3f,Gaborone,GBE,Botswana,int
f910d7f9-e3d4-42be-aa9d-48173c610db5,Negarbo,GBF,Papua-Neuguinea,int
dfce0182-2414-44f9-9139-afffcc052d54,Galesburg,GBG,Vereinigte Staaten,int
86c2f6a4-1c49-41cf-a7ec-eed26f6f9d0d,Galbraith Lake,GBH,Vereinigte Staaten,int
9cb41ba6-d167-4248-ac05-13a1074f20ab,Marie-Galante,GBJ,Frankreich,int
631fc11b-0d47-4484-9db7-02a11a3e2bc8,Gbangbatok,GBK,Sierra Leone,int
9cd4af63-bd33-4a60-af44-7701733c32f8,Goulburn Island,GBL,Australien,int
4c10b45d-6294-470c-b09d-dd7f5ba65db4,Garbaharey,GBM,Somalia,int
48578b06-cdca-431c-8062-4febcec296de,Baltimore,GBO,Vereinigte Staaten,int
6f38a6f8-d544-4b91-bcfe-1fec9892f97e,Gamboola,GBP,Australien,int
40bbd224-2535-47bf-aff2-8abb66648c0c,Chaschm al-Qirba,GBU,Sudan,int
4ecb6c48-d80c-424c-ad00-8e99f5a93df7,Gibb River,GBV,Australien,int
26738dd8-4aca-4723-8a37-200261c81917,Great-Barrier-Insel,GBZ,Neuseeland,int
f4b1f212-758e-4c87-803e-8064703abffa,Guacamaya,GCA,Kolumbien,int
34812be6-5ca7-4d6d-817f-19dde57ab1fe,Gillette,GCC,Vereinigte Staaten,int
bf7950a0-f3dc-47ae-b5ad-bb47bed10f6f,Guernsey,GCI,Vereinigtes Königreich,int
33cf144d-e3a6-4fc0-9d75-8d985ccae450,Johannesburg,GCJ,Südafrika,int
e4ce755c-4a69-4fc3-9c90-d07ecbe8d0b4,Garden City (Kansas) Garden City,GCK,Vereinigte Staaten,int
e49d0081-de30-4bed-a801-be219f5c8754,Grand Cayman,GCM,Vereinigtes Königreich,int
d43192b7-bbcd-4770-aadb-c6abcb9ccb28,Grand Canyon,GCN,Vereinigte Staaten,int
063fcc9f-4aa5-4177-b11b-78e030585fb0,Greeneville,GCY,Vereinigte Staaten,int
c32a1431-3076-4c96-8dc6-03f516217392,Gounda,GDA,Zentralafrikanische Republik,int
4fe5887c-081e-4120-83ed-3a3a8c64b99f,Greenville (South Carolina) Greenville,GDC,Vereinigte Staaten,int
2940a91d-321e-400d-a14d-52a47a421538,Gordon Downs,GDD,Australien,int
0f4cbdfe-8835-4c92-ab76-a7fd662bcdcf,Gode,GDE,Äthiopien,int
539abcda-57ba-41fd-9f2e-be4ff72b5a66,Magdagatschi,GDG,Russland,int
37778014-0059-4c2a-aef7-59aaa9011591,Golden Horn Lodge,GDH,Vereinigte Staaten,int
5fe5adf8-54df-480f-8dc2-1836b5a4a120,Gordil,GDI,Zentralafrikanische Republik,int
479b8071-e014-4c43-9d8c-6869d3044ba4,Gandajika,GDJ,Demokratische Republik Kongo,int
aa7524db-7e05-45ab-9209-b24c62c26df1,Guadalajara,GDL,Mexiko,int
5b58def0-4e5f-4b3e-bda4-46b6ce7f61a8,Danzig,GDN,Polen,int
ba001f60-73cd-4290-a399-2cc95f2b6e89,Guasdualito,GDO,Venezuela,int
eb68b4b8-d607-4a6a-a850-75abde9f6090,Guadalupe,GDP,Brasilien,int
950142f2-fb0a-4bf4-9093-6eebacc8b8fd,Gonder,GDQ,Äthiopien,int
46131c4e-9528-4f75-8e19-ef57f92d5d99,Grand Turk Island Grand Turk,GDT,Vereinigtes Königreich,int
b73f2fab-687f-4c3b-9f19-492a961e9fe4,Glendive,GDV,Vereinigte Staaten,int
b2ba51b5-0070-4933-94c5-e4ec1c79e808,Gladwin,GDW,Vereinigte Staaten,int
b04f75e6-035f-46ae-80fc-e59be84e2476,Magadan,GDX,Russland,int
ed31d39e-72a2-4bb0-a030-8888c86293ec,Gelendschik,GDZ,Russland,int
fd2c4f80-47a4-4d37-8c77-1c196f291221,Nouméa,GEA,Frankreich,int
3338ea42-40f0-411f-9371-8c4141204799,Gebe,GEB,Indonesien,int
56738e7d-2304-48b5-bbb5-0ee180bd5398,Geçitkale,GEC,Zypern,int
0d02f0d9-a200-47df-9179-851e044f0768,Georgetown,GED,Vereinigte Staaten,int
55a22db0-4f64-4506-94a0-dbe2d1b33b7e,George Town (Tasmanien) George Town,GEE,Australien,int
cff95344-9eea-449d-b467-d1c4fd293c02,Liangia,GEF,Salomonen,int
985f1df5-4c21-40aa-aa87-15500ecdc8c7,Spokane (Washington),GEG,Vereinigte Staaten,int
4cf5581f-12b6-4470-844f-c9f47a3ef12d,Green Islands,GEI,Papua-Neuguinea,int
9e016577-9e8b-4c50-be74-289a20df4692,Santo Ãngelo,GEL,Brasilien,int
e5c74d28-30ca-4d63-8f21-fec6cc6de793,Georgetown,GEO,Guyana,int
2241568f-0908-4849-a18f-0168fceb3536,Nueva Gerona,GER,Kuba,int
b5d8c94e-23c2-4324-bd35-dd07d79f9a33,General Santos,GES,Philippinen,int
