id,location_name,location_iata,location_state,location_art
4a2a9fa6-6186-416d-a31a-dbbb639a14ce,Munbil,LNF,Papua-Neuguinea,int
473ce4c8-5332-444f-8652-fa2a25e9d413,Lese (Papua-Neuguinea) Lese,LNG,Papua-Neuguinea,int
76856032-e878-4077-a312-d1da87778a09,Lake Nash,LNH,Australien,int
761b97d7-6a45-4cca-8cd6-9fbe1be4e50c,Lincang,LNJ,China,int
6b2313fa-801a-4e23-80e3-a8e48b34f966,Lincoln,LNK,Vereinigte Staaten|USA,int
086bb42e-9f45-4ccb-a5c3-345c72d7b72f,Langimar,LNM,Papua-Neuguinea,int
0b836c79-1bd3-4798-b149-f6424ebafb05,Willoughby,LNN,,int
6c0126a6-7eff-4e4a-8190-b01c4ee7aacd,Leonora (Western Australia) Leonora,LNO,Australien,int
e340128a-b97e-4a98-95ae-d79e9b505f7f,Wise,LNP,,int
59d28483-4a8f-4f91-bae7-29e052b66738,Loani,LNQ,Papua-Neuguinea,int
6bc6372a-d2ce-4f42-866d-b005bcb1a5bd,Lone Rock (Wisconsin) Lone Rock,LNR,Vereinigte Staaten|USA,int
42b16b4d-47ab-4cb3-8fd7-743a93bd4baa,Lancaster,LNS,Vereinigte Staaten|USA,int
89553d26-66ca-4afb-9ea1-ec9c35813924,Londolovit,LNV,Papua-Neuguinea,int
ce84291e-1d12-49e5-bb2e-4ae3191b85c8,Smolensk,LNX,Russland,int
d8c87320-1731-4aa3-9788-21efedb3ba2e,Lanai City,LNY,Vereinigte Staaten|USA,int
d99531d5-7491-44b0-a076-9bf0d83d77d3,Linz,LNZ,Österreich,int
4e875265-8834-4655-b719-54dbcb7cbcd7,Lorraine,LOA,Australien,int
b4ee67e9-26e2-4e05-a929-591e2ce53657,Lo Tung,LOB,Republik China|Taiwan,int
205afa35-c5c0-413c-9f10-388228c8bcb4,Lock,LOC,Australien,int
a0613aad-44fb-45e1-8a69-388d87ad3aab,Longana,LOD,Vanuatu,int
2456183e-4d4e-4930-af7b-a8a52f808df6,Loei,LOE,Thailand,int
c94795c4-a5a7-42b4-9dc5-2f7874248149,Stryn Loen,LOF,Norwegen,int
4c6d2dc7-31a9-49b9-9de2-f7ade7a0beef,Longview,LOG,Vereinigte Staaten|USA,int
7d43367d-047d-4c6d-bc07-ff776a3b708e,Loja,LOH,Ecuador,int
9d7ad1ee-9afc-4927-b6b8-66b015d12edf,Lodwar,LOK,Kenia,int
f66fb5cd-897b-4f0f-a857-8e3eb76a90f9,Lovelock,LOL,Vereinigte Staaten|USA,int
6c81fbd7-d737-4e60-a8a7-6e7e71e888c8,Lagos de Moreno,LOM,Mexiko,int
6ac9d494-639e-4188-9346-e238ab9ab760,London,LON,Vereinigtes Königreich|Großbritannien,int
abe0f66b-06b7-4db7-a3a3-e155fcf07556,Laghouat,LOO,Algerien,int
86e0209b-2772-4000-a9eb-ca427ad873a9,Lobatse,LOQ,Botswana,int
75dd1881-5249-4f59-94cb-4aac3ace05fd,Fort Rucker,LOR,Vereinigte Staaten|USA,int
7ba7ff68-f93c-4b93-b2b1-e2016b2e20ab,Lagos,LOS,Nigeria,int
d2b3d313-706b-4672-ac8d-68989a5287a6,Romeoville,LOT,,int
bae50a65-7503-497e-ad61-36eb04b427d0,Louisville,LOU,Vereinigte Staaten|USA,int
15a9fb08-fc1b-4a64-8096-b26dfd399f6a,Monclova,LOV,Mexiko,int
0c38f512-8949-4a3d-8aa1-791f1906c601,Louisa,LOW,Vereinigte Staaten|USA,int
be9a556a-d035-4a0e-9550-da17592c9fb0,Lolyangalani,LOY,Kenia,int
9c16b33a-86e7-43a8-9be0-ef83b01e7373,London,LOZ,Vereinigte Staaten|USA,int
2631f470-8dae-41f8-b1b9-fc577c892e5d,Las Palmas de Gran Canaria Las Palmas,LPA,Spanien,int
367db81a-add2-4730-8fa3-6a2366d09e5b,La Paz,LPB,Bolivien,int
7c2cde4f-8626-4e98-a804-93d05113891e,Lompoc,LPC,Vereinigte Staaten|USA,int
36d74f83-29ec-4b3e-9004-eb4b66293e25,La Pedrera (Kolumbien) La Pedrera,LPD,Kolumbien,int
0e2d268e-6e84-4154-8987-bb313826b1ee,La Primavera,LPE,Kolumbien,int
142c025a-c2aa-4321-91b6-b6df510ba8d8,La Plata  La Plata,LPG,Argentinien,int
f8e40d44-5c4b-4758-b38b-9aa1992c9b4f,Lochgilphead,LPH,Vereinigtes Königreich|Großbritannien,int
0d9fc0bd-5c1c-4f94-9275-6d41b676a9ec,Linköping,LPI,Schweden,int
01a62acc-904a-4e7d-af28-7c7ee7b1f4fb,Pijiguaos,LPJ,Venezuela,int
adc41224-c20b-4363-929c-945eb114b899,Lipezk,LPK,Russland,int
4f81b167-4316-4b42-a6c5-0506321cf267,Liverpool,LPL,Vereinigtes Königreich|Großbritannien,int
b3df80b4-b0d1-4a23-add7-0a419e3d1604,Lamap,LPM,Vanuatu,int
04b22671-04e3-417b-9b0f-8ebcce3449a0,La Porte,LPO,Vereinigte Staaten|USA,int
cb6943cf-0243-4d51-a0d7-6230a4dd3674,Lappeenranta,LPP,Finnland,int
0a14e95f-8703-43d3-8757-1b63eac586ce,Luang Prabang,LPQ,Laos,int
9fa0af1a-b9c2-4d5b-a807-3d2ab34cd2dc,Lopez Island,LPS,Vereinigte Staaten|USA,int
2747ffce-2849-4725-94c0-de7f5f9a989f,Lampang,LPT,Thailand,int
e6e5fa97-47fe-4269-a4e6-ead1a67be59d,Long Apung,LPU,Indonesien,int
39a003c8-f336-4b1a-94d7-c6b431356f51,Liepaja,LPX,Lettland,int
de22551b-6ebc-4acb-bd29-de5bccc3aa58,Le Puy-en-Velay Le Puy,LPY,Frankreich,int
62e15151-271b-4f15-973a-77b29e905813,Pickens (South Carolina),LQK,Vereinigte Staaten|USA,int
18efbba6-cec8-4002-9fc7-009335ae40a6,Puerto Leguizam,LQM,Kolumbien,int
bee3af6f-5566-4f55-8caf-829f0d438bac,Qala-i-Naw,LQN,Afghanistan,int
a2bc0f1e-b361-4b29-ad13-057d341bef98,Larnes,LQR,Vereinigte Staaten|USA,int
bcee92a7-3231-4d21-af35-4e6980258fbe,Larisa,LRA,Griechenland,int
24792498-2c37-4940-8a5d-d08d5929d01b,Hlotse Leribe,LRB,Lesotho,int
fcc0b578-a735-4097-a09b-5c21376687f8,Laarbruch,LRC,Deutschland,int
ed7a6fcd-a065-44dd-a7a9-484b1ede5296,Laredo,LRD,Vereinigte Staaten|USA,int
4e71b7a7-3650-47a9-8980-8963f02a9dbc,Longreach,LRE,Australien,int
27ebac14-4e44-472e-9868-d1789b44c8aa,Jacksonville (Arkansas),LRF,Vereinigte Staaten|USA,int
46dc8310-1b22-46f1-beac-f00becac2dbc,Lora Lai,LRG,Pakistan,int
64d01dc4-b62f-45d5-85c9-fcafbfeab8b5,La Rochelle,LRH,Frankreich,int
04c7814d-d451-483a-b6fa-b83bc4178c36,Lorica,LRI,Kolumbien,int
0958dc7e-9c43-46d4-a463-5a43b3a92033,Le Mars,LRJ,Vereinigte Staaten|USA,int
c4bb76ef-9203-4478-ab63-3e8637a3271c,Niamtougou,LRL,Togo,int
2ba4e10e-c80a-4c6f-a46c-ec95ff8812b8,La Romana,LRM,Dominikanische Republik,int
a31761d0-ea1e-491e-883c-bdc4f57806db,Moses Lake,LRN,Vereinigte Staaten|USA,int
5ea85908-3daf-41f7-a42b-6f77eb068772,Lathrop,LRO,Vereinigte Staaten|USA,int
38cf03b3-6925-48e6-bcc5-0bc6d42dd8ea,Laurie River,LRQ,Kanada,int
11b117dd-a0fb-4ceb-ac7b-8247e9d8564c,Lar,LRR,Iran,int
94cc848d-2e04-41b1-869b-828e058c9a8d,Leros,LRS,Griechenland,int
ccdd7f8b-e63b-4a1a-b6e9-c9f61c27212f,Lorient,LRT,Frankreich,int
2239dc77-04e4-4612-b9f6-f3ad286e201c,Las Cruces,LRU,Vereinigte Staaten|USA,int
5a27076a-571b-4c65-86aa-1c8e0c61635d,Los Roques,LRV,Venezuela,int
51ef252d-2a09-4397-b5b3-85ad44c42264,Losuia,LSA,Papua-Neuguinea,int
7f51d2f3-6283-416e-a6ee-73dc17327ce3,Lordsburg,LSB,Vereinigte Staaten|USA,int
083913ac-d090-46c6-947c-9950f1ca9e75,La Serena (Chile) La Serena,LSC,Chile,int
8c4d5390-dd45-4b81-ae32-9faa0691e8b9,,LSD,Vereinigte Staaten|USA,int
6fb31217-2965-4826-8d33-82a429344128,La Crosse (Wisconsin) La Crosse,LSE,Vereinigte Staaten|USA,int
fabfd9f0-4ad7-4a7d-b77e-5012b164391c,Columbus,LSF,,int
d53e1a1c-ec8f-44d6-b3a0-4a02bb445de8,Lashio,LSH,Myanmar,int
a5a25248-5130-4c1a-bc26-9b64639aa65a,Lerwick,LSI,Vereinigtes Königreich|Großbritannien,int
71a16272-7e83-4d8e-a38b-6c8833f6bf7b,Long Island (Papua-Neuguinea) Long Island,LSJ,Papua-Neuguinea,int
2b4c01de-5b67-4c84-a248-8a90bcfba7da,Lusk,LSK,Vereinigte Staaten|USA,int
96ca2d25-0a5e-46c0-8d30-b5e9e0e4fa96,Los Chiles,LSL,Costa Rica,int
deb45f61-5299-4087-8683-9aba0b70a94f,Long Semado,LSM,Malaysia,int
3a032713-b639-469e-955d-4c77f953f29c,Los Banos (Kalifornien) Los Banos,LSN,Vereinigte Staaten|USA,int
98f47ac4-48e9-444a-b4a2-408120b01199,Les Sables-d'Olonne,LSO,Frankreich,int
a8c4360b-93fc-4b7c-ab0e-79fe224c1d93,Las Piedras,LSP,Venezuela,int
00a69bff-5709-4c65-9574-0b80ea6acdf2,Los Ãngeles (Chile) Los Angeles,LSQ,Chile,int
cfe4cff8-e33d-49ec-a8ab-9909456332d4,Terre de Haut,LSS,Guadeloupe,int
8189d604-877f-4ffb-8608-8152c6a43bfb,Launceston,LST,Australien,int
efb5b203-4b3b-4bde-9514-ca1aa627e257,Long Sukang,LSU,Malaysia,int
900ffaab-036c-4737-8f79-e9c3590e5848,Las Vegas,LSV,Vereinigte Staaten|USA,int
b28f710c-464a-4e0c-889a-402d3fdb6c01,Lhokseumawe,LSW,Indonesien,int
2517ebc7-efc8-4466-8d73-8cf3afc662e8,Lhok Sukon,LSX,Indonesien,int
4051c4df-d6c7-4509-98ba-931d3af328db,Lismore (New South Wales) Lismore,LSY,Australien,int
3d942078-6482-4af4-b644-4d16f4f87137,Losinj,LSZ,Kroatien,int
f4b0d5a7-3341-401a-b00e-b7a53627ae53,Tzaneen,LTA,Südafrika,int
0d57481a-033e-4869-9c53-4b5b4addeb04,Latrobe,LTB,Australien,int
f9d0115e-b368-4661-9212-98a69dc7b745,LaÃ¯ Lai,LTC,Tschad,int
85557762-b0ab-4561-8c5f-75778b9e3e44,Ghadames,LTD,Libyen,int
8646afc1-f3b3-4daf-ab0b-1c07ee6b3db5,Leitre,LTF,Papua-Neuguinea,int
016763a2-928e-4e62-ad6e-130a0f9a1446,Langtang,LTG,Nepal,int
e2421f3c-10e8-4a49-9460-c345d7213c6e,Lathrop Wells,LTH,Vereinigte Staaten|USA,int
53bdf095-ab85-4ca8-88bf-abaf8d6c8e23,Altai,LTI,Mongolei,int
3f38bd0a-1245-4e2e-83ac-ba59f02a7917,Latakia,LTK,Syrien,int
ae2f4845-bc1e-41af-a176-fe39c0178dec,Lastourville,LTL,Gabun,int
a410b8a3-89d4-43f4-9db4-67e91d8f4af6,Lethem,LTM,Guyana,int
c8a6a80b-047c-4b28-ae97-6fedae593097,Luton,LTN,Vereinigtes Königreich|Großbritannien,int
dd39e4cc-a733-46c8-9c09-c3eefa48b3b5,Loreto,LTO,Mexiko,int
69dec3b4-35a7-4a8a-a858-ed27eb91ef50,Lyndhurst,LTP,Australien,int
37619efd-8fab-4a82-a2a2-9a04e8a36b8b,Le Touquet-Paris-Plage Le Touquet,LTQ,Frankreich,int
86b07048-bd46-4ee6-a5db-197dfe5798f1,Letterkenny,LTR,Irland,int
0638eb6e-a3f8-4059-ba85-95a755f24346,Altus,LTS,,int
2f09d9c7-4092-4add-847f-edff00aed377,Saint-Tropez,LTT,Frankreich,int
1817be22-038c-4358-a84a-2dfd7b561da5,Lotusvale,LTV,Australien,int
656a9a7d-c54e-46eb-ba38-7d8a36d0531f,Leonardtown,LTW,Vereinigte Staaten|USA,int
87136864-d0d4-43a7-b815-a02802e25d27,Latacunga,LTX,Ecuador,int
3c9fa559-f072-4658-868a-24d35850890f,Lukla,LUA,Nepal,int
6c76e160-8a7c-4553-b62a-bad8cdcf458c,Lumid Pau,LUB,Guyana,int
9f774e90-8cf0-4642-96ae-8aa178b4eead,Laucala Island,LUC,Fidschi,int
aaf96876-0213-4aa3-96c4-fcc6e5a231e4,Lüderitz,LUD,Namibia,int
e19b271b-4681-442c-bad9-2c9381515ee7,Lucenec,LUE,Slowakei,int
9725f951-a202-4837-9de3-06edf86c9d39,Glendale,LUF,,int
fb3dc239-a168-457a-8633-6e5bff481602,Lugano,LUG,Schweiz,int
dcc92382-6964-44cd-9cf6-e2b00aa423cd,Ludhiana,LUH,Indien,int
3e4e3788-baab-4b0b-ae78-e92c6a1178f6,La Unión (Honduras) La Union,LUI,Honduras,int
04ccccd1-4a2e-4541-8e42-75c14098f8a8,Lusikisiki,LUJ,Südafrika,int
e96007d2-5fa6-4bb4-b32b-7e860cb0eb80,Cincinnati,LUK,Vereinigte Staaten|USA,int
2a9df45c-ba6f-40fe-83bc-dfc10dae3736,Laurel,LUL,Vereinigte Staaten|USA,int
9513d452-fd74-4388-b70c-5ff98b2d3e2c,Mang (Dehong) Mang bis 2010 Luxi,LUM,China,int
8f092f84-e8fe-4f4c-a7b9-755934aee31b,Lusaka,LUN,Sambia,int
7217428c-4eaf-420e-b783-fabc867e93e8,Luena,LUO,Angola,int
db319147-f6e7-4a6d-993f-bc60673f10d7,Kalaupapa,LUP,Vereinigte Staaten|USA,int
2a6beaf7-cc91-4a41-82cc-6a6eb78e9e00,San Luis (Argentinien)|San Luis,LUQ,Argentinien,int
04110005-4785-4431-83cb-1b4d9579a665,Kap Lisburne,LUR,Vereinigte Staaten|USA,int
30b47e04-66e2-4d51-9356-35beedeef9c6,Lusanga,LUS,Demokratische Republik Kongo,int
67112cb8-7a56-48fa-b83e-0ac9b4556b79,Laura Station,LUT,Australien,int
aefd8ec5-239b-4c34-aa63-73e2ffcc832c,Laura,LUU,Australien,int
e345649c-7a29-4cf2-ace7-ac2dfe6c7b3f,Langgur,LUV,Indonesien,int
d8249c46-91dc-4b8a-8415-bd42bdcca56c,Luwuk,LUW,Indonesien,int
64771258-d0d7-427b-8a1f-9589b0cac31d,Luxemburg,LUX,Luxemburg,int
029a0a2c-9131-47af-9c53-dc03ef80dda7,Lublin,LUZ,Polen,int
f384917c-60f6-431b-b8aa-087b554a5524,Laval,LVA,Frankreich,int
fbcfe38a-df6a-4fd5-88e4-714f516a6cd9,Santana do Livramento,LVB,Brasilien,int
e93bfafd-fc7c-45e9-bb79-77fd04675bde,Lime Village,LVD,Vereinigte Staaten|USA,int
5efdf42f-2e82-4d5a-947d-3f57be7b6b62,Livingstone,LVI,Sambia,int
099c8618-a7d3-4ad2-9706-a4ecc694187f,Livermore,LVK,Vereinigte Staaten|USA,int
f1838a6e-f6b4-4847-828e-2309127334ee,Lawrenceville,LVL,Vereinigte Staaten|USA,int
8e589941-e31f-4d0f-bec5-e1f283cf1069,Livingston,LVM,Vereinigte Staaten|USA,int
818b4a37-37ed-4c72-95fb-8f4ee504432a,Laverton,LVO,Australien,int
11628e2a-e1ed-4bd0-bc99-9eaae71c25ca,Lavan,LVP,Iran,int
de66711a-8188-4c99-8394-c8ba715c39f6,Las Vegas (New Mexico) Las Vegas,LVS,Vereinigte Staaten|USA,int
2a905dca-8c23-4fa3-be4a-212ba040f57c,Lebak,LWA,Philippinen,int
fd6ad3e3-075c-465e-8168-d95efcc1dbae,Lewisburg (West Virginia) Lewisburg,LWB,Vereinigte Staaten|USA,int
f76a2fb7-0757-467c-b870-00aa0b1ced80,Lawrence,LWC,Vereinigte Staaten|USA,int
7af378d0-3c02-4047-a7c3-0acf3e923468,Lewoleba,LWE,Indonesien,int
884bcf08-0a01-4c45-ab1f-0b8b28f801f5,Lawn Hill,LWH,Australien,int
6c4b84ad-6353-4a67-9a16-6787d8bf5678,Lowai,LWI,Papua-Neuguinea,int
72da1c6f-2660-4c9f-baf6-3a5c3e7f756a,Lerwick,LWK,Vereinigtes Königreich|Großbritannien,int
7397b704-53a1-41a7-b87d-7be80776ba5e,Wells,LWL,Vereinigte Staaten|USA,int
f43f06f0-5826-4528-8aa4-e7279d34c67b,Lawrence,LWM,Vereinigte Staaten|USA,int
0c727ef1-504e-45e6-8284-cd3818b29bff,Gjumri,LWN,,int
2799691a-868f-4bc1-9f91-8f48aab91330,Lemberg,LWO,Ukraine,int
21732ed6-2281-454d-88fb-d3df1802f8ae,Leeuwarden,LWR,Niederlande,int
3674bb1c-9b00-4dda-bf6a-af483a89056f,Lewiston,LWS,Vereinigte Staaten|USA,int
6a0ddeda-63e8-41ee-b696-f14c05a8daa2,Lewistown,LWT,Vereinigte Staaten|USA,int
02957568-91c7-48d7-8874-85bb505185ca,Lawrenceville,LWV,Vereinigte Staaten|USA,int
d925e3f3-6362-4430-a810-d2a1115cabea,Lawas,LWY,Malaysia,int
b61b71bb-51e2-40a4-9e42-2f01872c133e,Lhasa,LXA,China,int
95ae3389-3e5a-4a67-bcc7-1ea4143e2583,Luang Namtha,LXG,Laos,int
64b6d8a7-6bc9-4a9f-a6cb-fa2ed4f016cf,Linxi,LXI,China,int
2e1814c0-7f6d-4acf-a92a-0d18db39097d,Lexington,LXN,Vereinigte Staaten|USA,int
f4b10516-eec1-4273-b91d-8ebad2164087,Luxor,LXR,Ägypten,int
8a03ae72-d7c6-4b19-98d5-0fea82540141,Límnos,LXS,Griechenland,int
50d4b4b8-29c1-4890-9db9-b7e394db8f12,Lukulu,LXU,Sambia,int
35e45428-1991-494a-a7c5-e4e700961408,Leadville,LXV,Vereinigte Staaten|USA,int
0a820391-d587-4e80-91a1-0e6f2dbdce11,Luoyang,LYA,China,int
84adc020-91cb-4946-857e-516683de9b0f,Little Cayman,LYB,Kaimaninseln,int
59bf874a-4aaf-4872-87d9-31fc2a866c76,Lycksele,LYC,Schweden,int
fa196f53-06c6-40d4-9fe9-a5d70bb74b25,Royal Wootton Bassett,LYE,Vereinigtes Königreich|Großbritannien,int
1ca7e0c9-8c3a-4caa-a7ae-90e11a3710ca,Lianyungang,LYG,China,int
f94a765a-3a1e-4c13-97a7-9d944e92f50f,Lynchburg,LYH,Vereinigte Staaten|USA,int
8936c7dc-7056-4722-beee-29fa8cfda857,Linyi,LYI,China,int
9577ab8a-eebd-44ff-a970-bc683fe5a720,Lunyuk,LYK,Indonesien,int
0d33e9cc-96af-46e9-8ed7-337169942152,Lyon,LYN,Frankreich,int
2161bf99-28e1-4fba-add8-26277393e7bb,Lyons,LYO,Vereinigte Staaten|USA,int
c7bb544c-2841-4705-b345-b0fcdd07a72d,Faisalabad,LYP,Pakistan,int
dfe25c88-0982-48a4-859e-0d24052c35a4,Svalbard,LYR,Norwegen,int
17d3a642-214c-4042-bf5c-80f7e83f9ba1,Lyon,LYS,Frankreich,int
c4255538-dc47-4ec7-8573-5afe7442a566,Lady-Elliot-Insel,LYT,Australien,int
0f0e52b8-9ef5-4f49-ba5e-5cc3b20c4c59,Ely,LYU,,int
f0fa476c-8657-43af-bd12-a3a09ec61389,Lydd,LYX,Vereinigtes Königreich|Großbritannien,int
9d2fa9eb-f4f1-4221-baef-2a77a4ede548,Luiza,LZA,Demokratische Republik Kongo,int
d33c36c6-a759-4fb0-9037-b2f810e32395,Lázaro Cárdenas (Michoacán) Lazaro Cardenas,LZC,Mexiko,int
ed3e3e71-ec54-4279-a3f8-6c492ac82bac,Lanzhou,LZD,China,int
8ac3b59c-123b-4353-8813-be4735ef5421,Liuzhou,LZH,China,int
b7f27f8e-ff25-4dc2-9e3c-8c36fe2261c8,Luozi,LZI,Demokratische Republik Kongo,int
12380407-1951-4fdb-a8d1-4e983bc40ea1,Nangan,LZN,Republik China|Taiwan,int
a2800f5e-3f1c-4284-82ec-0d907a93d6ec,Luzhou,LZO,China,int
05402092-5492-4d79-9082-cc87885be0a1,Lizard Island,LZR,Australien,int
bc087d73-eae6-4945-9906-2badade04d1e,Nyingchi,LZY,VR China,int
81c6844b-d3fd-46f7-90a5-8e3c69d959f9,Madras,MAA,Indien,int
c74c5d65-992e-431a-8123-078cc02f740b,Marabá,MAB,Brasilien,int
d313fc7d-6f27-4ac4-8889-7e05a04b7198,Macon (Georgia) Macon,MAC,Vereinigte Staaten|USA,int
132bb5d9-b0a4-4c38-ab78-2dd060bec938,Madrid,MAD,Spanien,int
9c8a6e7d-4a9c-4397-92ca-357da782abe0,Madera (Kalifornien) Madera,MAE,Vereinigte Staaten|USA,int
a8f1b5bd-22ce-4caa-9ce4-edd8e00390b8,Midland (Texas) Midland,MAF,Vereinigte Staaten|USA,int
2b003a73-c02e-4835-93af-6924685f4b78,Madang,MAG,Papua-Neuguinea,int
4d4a3025-fa47-4aa6-b389-7ebb5c50f46d,Mahón,MAH,Spanien,int
1b2c88ea-a00f-454f-9b61-2cf11a18ddf3,Mangochi,MAI,Malawi,int
920518e8-4276-469f-a042-053c637d1717,Majuro,MAJ,Marshallinseln,int
db683c42-3a91-493a-9f87-c8bb9f6cddf6,Malakal,MAK,Sudan,int
6ba00cd6-3e98-49c3-b502-e790421dcb5a,Mangole,MAL,Indonesien,int
19f455ac-d76b-4089-aabd-923421c6931c,Heroica Matamoros Matamoros,MAM,Mexiko,int
901ad777-fc6c-4166-bb32-4291c53df1d5,Manchester,MAN,Vereinigtes Königreich|Großbritannien,int
549a2133-410d-4a54-aa8b-154c0f6db554,Manaus,MAO,Brasilien,int
a9a060b2-3b06-455c-8996-ed8aa815b4f1,Mamai,MAP,Papua-Neuguinea,int
2e44ffa3-5d1c-4485-b1f1-fde704aa1adc,Mae Sot,MAQ,Thailand,int
a94a9c4b-2903-465c-a38c-a10750c7d966,Maracaibo,MAR,Venezuela,int
3075a7e2-c0d0-4de1-b510-c56fa82760a2,Momote,MAS,Papua-Neuguinea,int
605abc06-d10d-40c2-9b46-9ac3d153d825,Matadi,MAT,Demokratische Republik Kongo,int
4baa2335-1005-4e8c-8e53-0d8e17b4cad0,Maupiti,MAU,Französisch-Polynesien,int
47164063-f200-4f1e-b81a-81610c403d7e,Maloelap,MAV,Marshallinseln,int
3a7ad26b-843a-4fcc-aa54-959aacd312df,Malden (Missouri) Malden,MAW,USA,int
cc9ebf64-bdd9-4682-af5c-ce19f5b9c97e,Matam (Senegal) Matam,MAX,Senegal,int
1fca0b53-0b45-4681-b277-f5d7add2d6ca,Mangrove Cay,MAY,Bahamas,int
2a9f0664-6537-4603-9bd4-c42ad36f2e17,Mayagüez,MAZ,Puerto Rico,int
f6184ec8-a5ea-41e2-bc8a-dcdedb9542cf,Mombasa,MBA,Kenia,int
b82ba796-5c02-4485-a462-fd88844acbdd,Marble Bar,MBB,Australien,int
a30a5f0a-ed04-46cb-a871-b115e889b8c7,Mbigou,MBC,Gabun,int
49b172e9-f3b7-4f9b-9378-cf1b2868d7f1,Mmabatho,MBD,Südafrika,int
a9bb625d-cb49-440d-9481-e931a79dcd91,Monbetsu,MBE,Japan,int
e031e342-f83d-49ae-aba1-636d16ce9cde,Mount-Buffalo-Nationalpark,MBF,Australien,int
dba389b4-7f39-4968-8eef-f38286cb6bcb,Mobridge,MBG,Vereinigte Staaten|USA,int
91c78f7b-21ac-4c43-8821-cad0e084d535,Maryborough,MBH,Australien,int
8dd3bc23-6c43-4901-9514-a6dcf1691a73,Mbeya,MBI,Tansania,int
42f7fad5-90a1-431e-b264-df2efcc5226f,Montego Bay,MBJ,Jamaika,int
1de7e2e8-293b-45e8-b9d0-96a095cf7622,Matupa,MBK,Brasilien,int
13050979-458b-4912-a316-28bf11194aa8,Manistee (Michigan) Manistee,MBL,Vereinigte Staaten|USA,int
0938936b-7b26-4ec1-add9-5e9639e731d5,Mkambati,MBM,Südafrika,int
9decf6cd-8f0b-4559-bf65-1f7c23669b92,Mount Barnett,MBN,Australien,int
7523d3ee-37d2-4f0e-86ad-3f3e9e4baef4,Mamburao,MBO,Philippinen,int
fa8a3d50-797e-4810-8745-5f3e066b5aa4,Moyobamba,MBP,Peru,int
7a1d164b-a249-4e05-8089-a57a79b414d3,Mbarara,MBQ,Uganda,int
815a447f-a0c5-4af6-ab24-0e31491a9461,Mbout,MBR,Mauretanien,int
4dd67e23-f9c1-49a3-8f43-786a45c37678,Midland (Michigan) Midland,MBS,Vereinigte Staaten|USA,int
bdb4ae2d-b14a-4e75-8230-93549188854f,Masbate City,MBT,Philippinen,int
505b038b-be4f-4ce7-9cbc-c29d35950041,Mbambanakira,MBU,Salomonen,int
025bf606-b74f-4c50-b0cd-43467856381f,Masa,MBV,Papua-Neuguinea,int
eb01afd1-470e-4c1e-aef4-b91011630d40,Moorabbin,MBW,Australien,int
e9ed21b1-7a7b-436c-93df-7ad86fd3e5e4,Maribor,MBX,Slowenien,int
250c9d2e-ac6f-437d-82ef-26a361c45da7,Moberly (Missouri) Moberly,MBY,Vereinigte Staaten|USA,int
83c661a2-eefb-4bb8-83af-766564a5784d,Maves,MBZ,Brasilien,int
9130a130-b4b5-429b-b04b-3cbf4c6371e3,Macenta  Macenta,MCA,Guinea,int
8ba63174-4683-487c-a1ed-3d1cf49bf07f,McComb (Mississippi) McComb,MCB,Vereinigte Staaten|USA,int
1267275e-e5ba-4611-8757-de24e6beda96,Sacramento,MCC,Vereinigte Staaten|USA,int
dc5107c5-2062-489e-ba39-4f13b2c6ed57,Mackinac Island,MCD,Vereinigte Staaten|USA,int
6e85623f-e34e-4629-a159-da1b28b10dc6,Merced,MCE,Vereinigte Staaten|USA,int
90fc36d0-d07e-4c5e-a080-4a26c1ac68d8,Tampa,MCF,Vereinigte Staaten|USA,int
f885ebc4-bdc7-425d-b5e0-b7e97e4a6003,McGrath (Alaska) McGrath,MCG,Vereinigte Staaten|USA,int
cedcae76-a903-4c7d-8ba7-3aa2162e0925,Machala  Machala,MCH,Ecuador,int
983c8569-0ab5-4e7f-8505-1565302b1e8e,Kansas City (Missouri)|Kansas City,MCI,Vereinigte Staaten|USA,int
9eb60270-47c3-4d33-9093-b57037069f64,Maicao,MCJ,Kolumbien,int
0a1dc38f-37fc-477d-8b77-a545ebfaf108,McCook (Nebraska),MCK,Vereinigte Staaten|USA,int
afdf1e44-9a5c-4bfa-9b63-35eef6a1b46b,McKinley Park (Alaska) McKinley Park,MCL,Vereinigte Staaten|USA,int
1e91ddaa-c803-493f-b6f9-274a1481a201,Fontvieille (Monaco),MCM,Monaco,int
f6449b3c-f3d0-4e05-9f87-42245e942671,Macon (Georgia),MCN,Vereinigte Staaten|USA,int
0560237a-fef2-4d08-85e4-d2b465cb2062,Orlando (Florida) Orlando,MCO,Vereinigte Staaten|USA,int
883197c7-868f-4378-96bb-71d8c44a18b2,Macapá Macapa,MCP,Brasilien,int
7480f8c4-664b-44ac-8858-5ef0ccc04705,Miskolc,MCQ,Ungarn,int
fd07cd45-053e-422c-94ab-24e49c28c0d5,Melchor de Mencos,MCR,Guatemala,int
61ffdd77-2e0a-485f-bd15-646aae6b78d3,Monte Caseros (Corrientes) Monte Caseros,MCS,Argentinien,int
ad06b50b-e844-4487-8c21-d326e63cfdee,Maskat,MCT,Oman,int
28707e6e-332e-46d3-8fcf-564b19cfc8a3,Montluçon,MCU,Frankreich,int
983ad737-09b7-4084-aa49-3534574112c1,McArthur-River-Mine McArthur River,MCV,Australien,int
